"151673_Layer1" "151673_Layer2" "151673_Layer3" "151673_Layer4" "151673_Layer5" "151673_Layer6" "151673_WM"
"ENSG00000143858" 5.09204263262305 4.97649398900342 6.2323469675583 7.31086424487952 5.86284648057383 4.18156438538367 3.81710142787482
"ENSG00000141750" 6.07073722693058 5.68079392659497 6.40728444293726 7.3450019395006 6.87378183475566 6.04775801313607 4.6327864862569
"ENSG00000127838" 8.39325979378014 8.34714427528366 8.59137710570524 8.80645268727175 8.57700281483977 8.47540199217228 8.36441032865276
"ENSG00000139780" 0 0 3.14215606860718 3.83860397700947 3.38237693952497 0.893199404023387 2.19261605404107
"ENSG00000170035" 7.05996536295845 7.67037947820307 7.844788813663 8.22615649786861 7.93215483218086 7.45850701827084 7.26093861412076
"ENSG00000251185" 0 0 2.24117553304778 1.5365183756912 2.25434023510543 0 0
"ENSG00000170324" 5.53989214215466 5.95339769601834 6.99291732617779 7.70184014415143 7.58550442189495 5.53718394388289 4.4085470757128
"ENSG00000277586" 10.2152335233197 10.2016801656424 11.2158996823386 11.5862830581842 11.1824160191992 10.6297348763678 8.99579735812337
"ENSG00000182108" 6.64852742884619 7.12615663353545 7.61719444391347 7.77878429609306 7.68138739468528 7.24681763018348 7.04383670355418
"ENSG00000164442" 6.23827542177844 6.60022455093858 7.10654770797234 7.12689352878772 6.81056181970967 6.25628521634431 4.56184330984181
"ENSG00000140795" 0 0 1.51798650537847 1.5365183756912 1.52886146736678 0 1.13122434280001
"ENSG00000181234" 3.74583309233021 4.02160606751722 5.15658830412682 5.70943586364414 4.67313483763594 3.70066892491714 4.32532370273469
"ENSG00000069482" 3.74583309233021 2.8271216675268 4.71968645776746 6.11756392605241 5.55097616425575 4.8723650051185 2.52651511150797
"ENSG00000100097" 9.48575432938519 8.69893619059262 9.63756149564643 10.0777924827895 9.77463759207308 9.24172038680971 9.1669030691902
"ENSG00000211445" 7.34342562803813 7.09432748024821 8.00619325945333 8.15096292360097 7.13476452314826 6.33499736484971 5.8614935504739
"ENSG00000139641" 6.457935220164 5.80397919263032 6.4009340542966 6.61394010229883 6.2198970581817 5.78160350495414 5.63831330863458
"ENSG00000172348" 8.52875746858827 8.73033949278783 8.97907836235323 9.15324752348256 8.72577517210724 8.77268014538122 8.23927735538014
"ENSG00000091482" 0 1.33579320173758 3.65033332900512 4.01858846835824 2.86498196379929 3.12360222927659 1.75740353436194
"ENSG00000266588" 0 0 1.31679947404873 2.26359683643679 0.703567425417881 0.893199404023387 0
"ENSG00000168824" 8.07683344675567 7.95367871019609 8.49479465181128 8.71804241427229 8.1360833611165 7.67972719405895 6.49638908690566
"ENSG00000137821" 5.662836545987 5.84280947544178 5.80216670011946 6.07751547734709 5.57018906509906 5.17588008879052 4.99781554542711
"ENSG00000167815" 9.96344755964929 9.85984940275661 10.0289972625286 10.3308424420847 10.113528118985 9.84820021573584 9.31176527349349
"ENSG00000105976" 4.13373215869195 4.26975930102769 5.21567345098272 5.54295321097749 4.40004986410229 3.96106176346306 1.75740353436194
"ENSG00000100580" 6.38836622276333 5.84280947544178 6.00000409038195 6.4032877653071 6.23201135102853 5.91056567845695 5.7056782213215
"ENSG00000215595" 0 0 0 0 0 0 0
"ENSG00000002822" 5.662836545987 5.5461001173601 5.40527142429521 6.30265479570523 5.86284648057383 5.61495308277625 5.19823348833734
"ENSG00000196542" 4.90542746730253 4.5766511254384 5.6063271444796 6.74755397238656 6.03866128170391 5.24273537462113 3.93407734409397
"ENSG00000169116" 6.91906442592778 7.02848173266078 7.93325829282428 8.37400845700851 8.01861469129308 6.7105604007068 5.7056782213215
"ENSG00000162373" 6.31527178003647 5.80397919263032 6.61358109863446 6.77285349502823 6.58357234457853 5.63997162992561 4.94303698891712
"ENSG00000122012" 5.97905801339119 4.48142754409122 5.15658830412682 6.23144194772865 4.40004986410229 3.70066892491714 3.0255025038268
"ENSG00000170043" 8.24370451222258 7.98872790518803 8.3190215040528 8.53052942713785 8.37058518739567 8.26234234232329 8.02523440950733
"ENSG00000144285" 7.41514200818714 7.46169516597714 8.01453638795484 8.35738027978328 7.83621883902377 7.05552887439759 6.10549780301384
"ENSG00000260220" 0 0 0 0 0 0 0
"ENSG00000148798" 8.91009552715008 8.93737280135456 9.43957073533756 9.72283399823111 9.18427713326838 8.76132400453475 7.57198648955423
"ENSG00000086289" 6.86886405564855 7.1726212120369 7.99569603827327 8.11184350381948 7.82826112021366 7.44437436850812 6.57054182272921
"ENSG00000183036" 8.24370451222258 8.66141359939319 8.47679228143058 9.04318924179983 10.1806947347906 8.16227903815342 6.62375764145738
"ENSG00000145349" 6.23827542177844 6.40646562040745 7.16767463828619 6.96070662964071 8.17111037382353 7.44437436850812 6.96354736251429
"ENSG00000143499" 6.58775197976514 5.8806219712771 6.88329812355343 7.54914323296278 7.99748062200637 6.77973091153412 5.41500121931095
"ENSG00000186854" 3.21366236369226 3.10780688141094 3.25912017743519 4.97338043734294 6.41316391924484 2.80756775812866 3.39555151611233
"ENSG00000034510" 11.921389696138 11.9526574568625 12.2592547006743 12.4416832293794 13.0054067486051 12.5197792164521 11.6150012700305
"ENSG00000147246" 2.36135090886481 1.33579320173758 1.99358637017994 1.5365183756912 4.11617307222694 2.61911771939608 1.13122434280001
"ENSG00000171724" 4.90542746730253 5.28922788911356 4.89259622797483 5.85867915199778 6.97094909027668 6.43844322664634 5.77003743606038
"ENSG00000163914" 0 0 1.31679947404873 0 4.35644876765883 1.83668005212675 1.13122434280001
"ENSG00000153823" 5.97905801339119 5.5461001173601 6.20344622651645 5.81062660786313 6.93434741234684 6.10278285411953 5.67238891972743
"ENSG00000117245" 5.77612157719996 5.59240946290022 5.90447393225397 6.37051723848266 6.75287633361161 6.10278285411953 4.94303698891712
"ENSG00000041353" 5.88115510947839 5.49825484084193 5.93116119928812 5.90518264319003 6.91193222110535 5.82588420296645 5.05059004331188
"ENSG00000006468" 5.53989214215466 5.28922788911356 5.4794734340463 6.11756392605241 7.19169767320544 6.68674642235082 5.24427102718521
"ENSG00000074706" 6.76289804400529 7.04522704871727 7.34684565431862 7.74082512312655 8.4084398148631 7.89766058166539 6.69178979649992
"ENSG00000177519" 4.69103592437916 4.5766511254384 4.45126385726333 4.17858895480363 6.36996332635509 6.35023727523325 6.58849941893659
"ENSG00000173852" 6.58775197976514 6.05610910402716 6.4009340542966 6.6688792876214 7.23447611143488 6.86708352450048 6.20197053508849
"ENSG00000196937" 8.09877879249804 8.65051113487468 8.51551737657344 8.63079367962418 9.22272703848163 8.64564879262535 7.56293226851543
"ENSG00000082014" 7.810441165093 7.06178023038146 7.36653327879443 7.64816528639076 7.91722734727478 7.45850701827084 7.4198229489936
"ENSG00000157216" 8.18336693954707 8.19788163915071 8.23939788948048 8.40670066806491 8.77835036455156 8.39685235013 7.76593970080615
"ENSG00000145692" 0 0 0.457102687227774 0 3.69398961586311 1.83668005212675 0
"ENSG00000107593" 2.36135090886481 1.33579320173758 2.35066796344455 3.63292134018501 4.96205312951713 2.80756775812866 0
"ENSG00000135116" 4.69103592437916 3.72171582355985 4.23982133666343 5.21403854023346 5.60786389921616 5.20969496092313 4.99781554542711
"ENSG00000153820" 5.25726021564623 4.02160606751722 5.78276002502171 5.60060860047125 6.24402476678049 5.58949300757085 5.10150195783643
"ENSG00000119866" 7.18832132397594 7.59277036091542 7.29983532418023 7.47400627657959 8.12638107790543 7.86089085109385 6.7725526929959
"ENSG00000250910" 2.36135090886481 0 0.457102687227774 0 0.703567425417881 0.893199404023387 0
"ENSG00000067057" 8.07683344675567 8.21278132796865 8.8660576207283 9.12896128532838 9.34070147982701 8.70612690285413 7.97833298064407
"ENSG00000152611" 0 0 0.457102687227774 0 2.05054829298112 0.893199404023387 0
"ENSG00000232110" 2.36135090886481 2.01731066261563 1.08293853470791 2.26359683643679 3.62216683927298 2.40229977579263 2.52651511150797
"ENSG00000115252" 6.23827542177844 6.88702500772754 6.15143351960952 6.43533041911383 7.61355592805138 7.08315582926816 6.4381610619317
"ENSG00000198785" 4.90542746730253 5.23187064064617 4.69912978348413 4.68437922095782 6.07945996072743 4.99378548986021 3.39555151611233
"ENSG00000074416" 8.83363781509999 8.29208763419895 8.45856243065484 8.67171890103702 9.1622889785189 8.85778451766513 8.03181185729419
"ENSG00000197702" 5.40548628379087 5.44876824423049 5.59524499610517 5.54295321097749 6.25593897160287 5.73592054439575 4.82681525600245
"ENSG00000186867" 0 0 0.803693482778239 1.5365183756912 0.703567425417881 0 1.13122434280001
"ENSG00000248485" 7.18832132397594 6.73017546688705 6.28157067518069 7.20331920072319 7.94692944365835 6.19006946341789 5.33216020183489
"ENSG00000169282" 6.31527178003647 6.53057852811186 6.71944356853414 7.27589915104612 7.38853045866775 6.68674642235082 5.2888847885741
"ENSG00000189068" 0 0 0.803693482778239 0 2.25434023510543 0.893199404023387 1.13122434280001
"ENSG00000155719" 0 2.01731066261563 3.31422831050749 3.39296018271481 5.10063787762981 4.91398433540225 2.79747532905543
"ENSG00000198846" 4.90542746730253 5.17213828629444 5.15658830412682 6.46667683245693 6.72742997393093 5.42650728633344 5.05059004331188
"ENSG00000227071" 0 0 0 0 0.703567425417881 0.893199404023387 0
"ENSG00000174521" 9.07415934557347 9.26140193607247 9.56841004481828 9.8997644145661 10.0567674880601 9.595105735277 8.81694655493216
"ENSG00000152595" 0 2.01731066261563 1.31679947404873 2.74476548981581 4.70824630906326 3.12360222927659 1.75740353436194
"ENSG00000117632" 10.8048066918789 11.0884405028932 11.3274637883945 11.604011968765 11.8382347797295 11.5780142174436 11.5563320576987
"ENSG00000133398" 6.52430325604576 6.99439648579327 7.07099038664242 7.29348762193082 7.29923699091065 7.40842492166 7.03076162078313
"ENSG00000228999" 2.36135090886481 1.33579320173758 1.99358637017994 1.5365183756912 2.59173065029764 0.893199404023387 0
"ENSG00000071575" 5.88115510947839 5.5461001173601 5.67108971042818 6.46667683245693 6.70152671869977 5.99055100389175 5.53097371541738
"ENSG00000153266" 3.74583309233021 3.54460847810707 3.65033332900512 4.57357022884811 6.39172531857165 5.68874359614103 4.7649937282156
"ENSG00000122254" 3.74583309233021 4.37947186850289 5.14143102388119 6.03632348527496 7.35014275150774 7.16299754145869 5.2888847885741
"ENSG00000206531" 0 0 0 0 1.17444062727231 0 0
"ENSG00000083720" 7.34342562803813 7.71292233506552 7.72534518172092 7.74082512312655 8.17425287834155 8.07782611250365 6.99080997924886
"ENSG00000221986" 0 3.72171582355985 2.54749123983543 2.74476548981581 4.21713369954908 2.97422149699424 2.79747532905543
"ENSG00000060558" 2.36135090886481 2.47830572678087 2.87524855797297 3.83860397700947 4.6371474826175 2.97422149699424 2.79747532905543
"ENSG00000129009" 6.07073722693058 4.37947186850289 4.47564147882377 5.21403854023346 5.42999392256493 6.9889310374732 4.88609614106283
"ENSG00000153234" 4.69103592437916 2.47830572678087 3.95777565249877 3.63292134018501 5.74943364430418 6.65027179046195 4.99781554542711
"ENSG00000140563" 2.36135090886481 3.10780688141094 1.08293853470791 0 1.81315813492708 2.80756775812866 1.13122434280001
"ENSG00000276644" 2.36135090886481 4.02160606751722 4.21107143648655 4.01858846835824 5.1778180954131 5.97096655419376 3.0255025038268
"ENSG00000196358" 6.23827542177844 5.44876824423049 5.55004498236663 5.99392071998122 6.74444398497138 7.13687153352497 6.31414191147493
"ENSG00000271824" 3.74583309233021 3.34267610392821 3.25912017743519 2.74476548981581 4.87202614938598 5.86884616720991 1.75740353436194
"ENSG00000082556" 3.21366236369226 3.72171582355985 3.20182313243903 2.26359683643679 3.19705512054682 5.10577550827337 3.68979734674738
"ENSG00000108960" 7.10403180334214 7.68113338092013 7.47025987983621 7.24006555211151 7.68579808182396 8.23386715759167 7.18034590914107
"ENSG00000128422" 5.77612157719996 5.80397919263032 5.37966438669075 5.60060860047125 6.93434741234684 8.54327946031053 7.39962246743701
"ENSG00000172673" 3.74583309233021 2.01731066261563 2.94674554864879 2.74476548981581 5.01909419785657 5.73592054439575 3.39555151611233
"ENSG00000171246" 6.23827542177844 7.85265731461553 7.09479237279719 6.82215924166947 7.45205102885041 7.88725022198288 6.62375764145738
"ENSG00000060656" 5.25726021564623 4.26975930102769 4.85592296161451 4.88332937587897 5.2026537862921 6.45263381210674 5.9193943553552
"ENSG00000162745" 3.21366236369226 2.8271216675268 2.1226857209443 2.26359683643679 3.62216683927298 5.51030054914858 4.04227590899807
"ENSG00000075886" 0 0 0.803693482778239 0 0.703567425417881 0.893199404023387 0
"ENSG00000196407" 0 0 0 0 0 1.44072942100881 0
"ENSG00000162630" 5.77612157719996 5.80397919263032 5.5614784396719 6.52739754462609 7.2524284222742 8.08695231662351 6.90742613885175
"ENSG00000115593" 0 0 0.803693482778239 0 2.59173065029764 3.12360222927659 1.75740353436194
"ENSG00000124772" 7.26795688304522 7.76439522874979 7.19729353255701 6.91598638384038 7.46750360018601 7.80114709223432 6.45783268679847
"ENSG00000118242" 4.13373215869195 3.34267610392821 3.56202037253687 3.83860397700947 4.26508248079328 5.14125357880898 3.68979734674738
"ENSG00000175471" 6.38836622276333 6.77101528801901 6.4261695948208 5.70943586364414 6.03866128170391 6.88811957864359 5.8614935504739
"ENSG00000180616" 5.09204263262305 4.15101162259477 5.09497962433353 5.42023269954273 6.57408657600483 6.86708352450048 4.70040399633346
"ENSG00000167178" 4.90542746730253 4.48142754409122 3.77342595962286 2.74476548981581 4.70824630906326 5.48290667787672 4.4085470757128
"ENSG00000165023" 8.41090946613187 8.95520300290873 8.7446787825977 8.92967138588094 9.86395103745082 9.97650530240701 8.62584569937841
"ENSG00000115159" 5.88115510947839 5.98845363641905 5.49147770239613 5.21403854023346 5.95343044606565 6.25628521634431 5.7056782213215
"ENSG00000196376" 6.31527178003647 6.40646562040745 6.69369725737705 7.3450019395006 7.84807371688537 8.24613969167388 7.13218740638382
"ENSG00000168702" 5.662836545987 4.82957357618409 4.89259622797483 4.45353693609818 5.84718035825804 6.45263381210674 5.49334262457106
"ENSG00000075213" 3.21366236369226 2.8271216675268 3.36730864113917 3.10496447509725 4.35644876765883 5.58949300757085 4.56184330984181
"ENSG00000163630" 7.96180143137415 8.36058629190884 8.19604238166075 8.36571832484023 8.16480475475451 8.39685235013 6.72463945534167
"ENSG00000167964" 6.58775197976514 6.57738075549867 6.6353841619311 6.49735661959566 7.19169767320544 7.30272246507551 6.35667726188943
"ENSG00000135046" 4.13373215869195 3.54460847810707 4.71968645776746 4.97338043734294 4.90266360835715 5.73592054439575 4.6327864862569
"ENSG00000218336" 6.07073722693058 6.05610910402716 6.04956268868786 6.23144194772865 6.34786803654743 6.58735349579532 5.24427102718521
"ENSG00000117154" 7.72835700477202 7.88091752315245 7.85411637661739 7.51955635836458 7.64560787481558 8.25020744584696 7.14437857895497
"ENSG00000166257" 9.22145628736327 9.48958906941834 9.23433267566978 8.71151514086624 9.11564733437607 9.67140992677931 8.30591612160505
"ENSG00000224982" 2.36135090886481 3.10780688141094 3.25912017743519 0 2.98436957527839 4.64409456406443 4.23700401673933
"ENSG00000169032" 8.0089204652496 9.26140193607247 8.75716234969008 8.58867354539755 9.04014824090117 9.36500793957662 8.2335826494872
"ENSG00000172575" 6.31527178003647 6.90548440627355 6.96735829720104 6.98255743661279 7.43118671916191 7.58628254889679 6.05472921159686
"ENSG00000167077" 0 3.10780688141094 1.85178900025299 1.5365183756912 2.86498196379929 4.59376253591868 2.79747532905543
"ENSG00000136535" 6.70684579065622 7.01153976953645 7.33023154759273 8.0614036738788 8.17425287834155 8.45086973252982 6.7725526929959
"ENSG00000186469" 7.48346155683643 8.11306358813471 7.3335697104704 6.49735661959566 7.1412025206241 7.88725022198288 6.83405794492715
"ENSG00000114450" 5.97905801339119 5.23187064064617 5.11063019455063 5.70943586364414 5.68038458183293 6.25628521634431 5.97506076836364
"ENSG00000152503" 6.58775197976514 6.38030832528862 6.35568099081013 5.99392071998122 6.19535896345376 6.68674642235082 6.29239452092666
"ENSG00000198574" 0 0 0.457102687227774 0 2.05054829298112 2.40229977579263 1.13122434280001
"ENSG00000248540" 2.36135090886481 0 1.85178900025299 0 1.81315813492708 3.25895663371016 0
"ENSG00000170290" 2.36135090886481 2.01731066261563 1.85178900025299 3.10496447509725 3.29268968254439 3.60226387268746 2.19261605404107
"ENSG00000170381" 4.43912872440513 3.10780688141094 3.25912017743519 3.10496447509725 5.49175284565667 6.87763989228519 6.05472921159686
"ENSG00000182601" 4.69103592437916 5.28922788911356 4.21107143648655 5.65604813895256 6.29110237594986 7.0273625300186 5.97506076836364
"ENSG00000113441" 6.86886405564855 6.68814578753447 6.87415792908282 6.82215924166947 6.88149304643731 7.11026366581395 6.84903311277489
"ENSG00000182575" 4.90542746730253 4.37947186850289 4.15179358277027 4.68437922095782 5.27469423856476 6.13833369467777 5.94749603139407
"ENSG00000102780" 4.90542746730253 4.5766511254384 4.71968645776746 5.48289743967477 5.27469423856476 5.82588420296645 4.88609614106283
"ENSG00000118407" 3.21366236369226 4.02160606751722 3.20182313243903 4.01858846835824 4.26508248079328 5.24273537462113 4.32532370273469
